MemberID,ChineseName,EnglishName,Email,Gender,Birth,Education,MaritalStatus,StartDate,Age,AgeRange
2587,陳麗娟,Axel,axel2587@gmail.com,男性,1961-11-7 12:00:00,五專,M,2008-3-6 12:00:00,51,50~59歲
2597,楊靜怡,Brooks,brooks2597@gmail.com,男性,1961-5-2 12:00:00,五專,M,2007-10-6 12:00:00,51,50~59歲
2608,戴佩君,Jonathan,jonathan2608@gmail.com,男性,1961-10-1 12:00:00,五專,M,2008-9-24 12:00:00,51,50~59歲
2609,曾雅玲,Robert,robert2609@gmail.com,男性,1961-9-22 12:00:00,五專,M,2008-9-8 12:00:00,51,50~59歲
2614,洪豐慧,Jameson,jameson2614@gmail.com,男性,1961-11-5 12:00:00,五專,M,2008-7-8 12:00:00,51,50~59歲
2647,郭志雄,Ian,ian2647@gmail.com,男性,1961-9-4 12:00:00,五專,M,2008-2-11 12:00:00,51,50~59歲
2649,陳小育,Everett,everett2649@gmail.com,男性,1962-3-5 12:00:00,五專,M,2008-6-17 12:00:00,51,50~59歲
2651,劉蜂帆,Greyson,greyson2651@gmail.com,男性,1962-1-3 12:00:00,五專,M,2008-1-7 12:00:00,51,50~59歲
2665,王怡伶,Wesley,wesley2665@gmail.com,男性,1962-4-5 12:00:00,五專,M,2008-5-28 12:00:00,51,50~59歲
2666,林怡伶,Jeremiah,jeremiah2666@gmail.com,男性,1961-6-29 12:00:00,五專,M,2008-3-27 12:00:00,51,50~59歲
2667,趙佩君,Hunter,hunter2667@gmail.com,男性,1961-11-18 12:00:00,五專,M,2008-8-6 12:00:00,51,50~59歲
2688,蘇定亦,Leonardo,leonardo2688@gmail.com,男性,1961-10-5 12:00:00,五專,M,2008-5-31 12:00:00,51,50~59歲
2708,戴郁婷,Jordan,jordan2708@gmail.com,男性,1961-6-8 12:00:00,五專,M,2008-7-30 12:00:00,51,50~59歲
2709,李恭成,Jose,jose2709@gmail.com,男性,1961-7-9 12:00:00,五專,M,2008-7-31 12:00:00,51,50~59歲
2748,張靜宜,Bennett,bennett2748@gmail.com,男性,1961-9-16 12:00:00,五專,M,2008-9-7 12:00:00,51,50~59歲
2752,黃彥廷,Silas,silas2752@gmail.com,男性,1961-12-7 12:00:00,五專,M,2008-8-10 12:00:00,51,50~59歲
2753,嚴雅鈴,Nicholas,nicholas2753@gmail.com,男性,1961-12-12 12:00:00,五專,M,2008-8-29 12:00:00,51,50~59歲
2754,郭淑玲,Parker,parker2754@gmail.com,男性,1961-7-30 12:00:00,五專,M,2008-8-14 12:00:00,51,50~59歲
2779,曾志豪,Beau,beau2779@gmail.com,男性,1962-2-15 12:00:00,五專,M,2008-11-16 12:00:00,51,50~59歲
2780,黃宜和,Weston,weston2780@gmail.com,男性,1962-3-11 12:00:00,五專,M,2007-3-10 12:00:00,51,50~59歲
2781,陳淑芬,Austin,austin2781@gmail.com,男性,1961-11-15 12:00:00,五專,M,2008-2-21 12:00:00,51,50~59歲
2787,童佩穎,Connor,connor2787@gmail.com,男性,1961-8-15 12:00:00,五專,M,2008-7-13 12:00:00,51,50~59歲
2828,黃琳詩,Carson,carson2828@gmail.com,男性,1961-8-10 12:00:00,五專,M,2007-7-10 12:00:00,51,50~59歲
2867,鄭靜怡,Dominic,dominic2867@gmail.com,男性,1961-11-14 12:00:00,五專,M,2008-1-19 12:00:00,51,50~59歲
2868,王瑜漢,Xavier,xavier2868@gmail.com,男性,1961-12-22 12:00:00,五專,M,2008-1-28 12:00:00,51,50~59歲
2903,楊佩穎,Jaxson,jaxson2903@gmail.com,男性,1962-3-16 12:00:00,五專,M,2007-3-16 12:00:00,51,50~59歲
2919,侯雅鈴,Jace,jace2919@gmail.com,男性,1962-3-8 12:00:00,五專,M,2007-5-16 12:00:00,51,50~59歲
2920,劉慶季,Emmett,emmett2920@gmail.com,男性,1961-8-21 12:00:00,五專,M,2007-5-7 12:00:00,51,50~59歲
2921,王心怡,Adam,adam2921@gmail.com,男性,1961-10-7 12:00:00,五專,M,2007-5-6 12:00:00,51,50~59歲
2926,王綺夢,Declan,declan2926@gmail.com,男性,1961-10-28 12:00:00,五專,M,2008-2-18 12:00:00,51,50~59歲
2953,弓上德,Rowan,rowan2953@gmail.com,男性,1961-8-28 12:00:00,五專,M,2008-1-27 12:00:00,51,50~59歲
2963,林文豪,Micah,micah2963@gmail.com,男性,1961-7-29 12:00:00,五專,M,2008-1-6 12:00:00,51,50~59歲
2964,劉興皓,Kayden,kayden2964@gmail.com,男性,1961-11-4 12:00:00,五專,M,2008-5-14 12:00:00,51,50~59歲
2965,林佳琪,Gael,gael2965@gmail.com,男性,1961-11-14 12:00:00,五專,M,2008-2-28 12:00:00,51,50~59歲
2973,葉伯寶,River,river2973@gmail.com,男性,1961-11-27 12:00:00,五專,M,2008-7-4 12:00:00,51,50~59歲
2974,鄧昌正,Ryder,ryder2974@gmail.com,男性,1961-6-3 12:00:00,五專,M,2008-5-16 12:00:00,51,50~59歲
2978,林佳怡,Kingston,kingston2978@gmail.com,男性,1961-12-29 12:00:00,五專,M,2008-3-25 12:00:00,51,50~59歲
3006,賴麗華,Damian,damian3006@gmail.com,男性,1961-10-28 12:00:00,五專,M,2008-7-9 12:00:00,51,50~59歲
1022,朱淑惠,Sawyer,sawyer1022@gmail.com,女性,1962-1-28 12:00:00,五專,S,2007-3-30 12:00:00,51,50~59歲
1085,王淑婷,Luka,luka1085@gmail.com,女性,1961-8-6 12:00:00,五專,S,2007-3-21 12:00:00,51,50~59歲
1086,許佳雯,Evan,evan1086@gmail.com,女性,1961-12-28 12:00:00,五專,S,2008-10-1 12:00:00,51,50~59歲
1127,李智平,Vincent,vincent1127@gmail.com,女性,1961-7-4 12:00:00,五專,S,2008-5-28 12:00:00,51,50~59歲
1142,林純韻,Legend,legend1142@gmail.com,女性,1961-10-17 12:00:00,五專,S,2007-11-18 12:00:00,51,50~59歲
1148,潘常竹,Myles,myles1148@gmail.com,女性,1961-8-11 12:00:00,五專,S,2007-11-19 12:00:00,51,50~59歲
1161,孫淑芳,Harrison,harrison1161@gmail.com,女性,1962-2-3 12:00:00,五專,S,2008-9-28 12:00:00,51,50~59歲
1170,毛一宜,August,august1170@gmail.com,女性,1961-6-9 12:00:00,五專,S,2007-6-5 12:00:00,51,50~59歲
1171,宋龍木,Bryson,bryson1171@gmail.com,女性,1961-6-7 12:00:00,五專,S,2008-1-12 12:00:00,51,50~59歲
1278,朱雅芳,Amir,amir1278@gmail.com,女性,1961-11-10 12:00:00,五專,S,2008-11-7 12:00:00,51,50~59歲
1296,羅夙財,Giovanni,giovanni1296@gmail.com,女性,1962-1-28 12:00:00,五專,S,2007-5-18 12:00:00,51,50~59歲
1304,李琳晴,Chase,chase1304@gmail.com,女性,1961-11-6 12:00:00,五專,S,2008-1-28 12:00:00,51,50~59歲
1365,張雅婷,Diego,diego1365@gmail.com,女性,1961-9-3 12:00:00,五專,S,2008-5-9 12:00:00,51,50~59歲
1370,洪慧君,Milo,milo1370@gmail.com,女性,1961-6-7 12:00:00,五專,S,2008-11-25 12:00:00,51,50~59歲
1371,蔣,Jasper,jasper1371@gmail.com,女性,1961-7-31 12:00:00,五專,S,2008-11-23 12:00:00,51,50~59歲
1415,阮亦睿,Walker,walker1415@gmail.com,女性,1962-3-19 12:00:00,五專,S,2008-9-13 12:00:00,51,50~59歲
1416,吳玉芬,Jason,jason1416@gmail.com,女性,1961-11-26 12:00:00,五專,S,2008-9-28 12:00:00,51,50~59歲
1429,毛欣儀,Brayden,brayden1429@gmail.com,女性,1961-10-17 12:00:00,五專,S,2008-5-8 12:00:00,51,50~59歲
1492,王靜怡,Cole,cole1492@gmail.com,女性,1961-12-16 12:00:00,五專,S,2007-10-12 12:00:00,51,50~59歲
1521,連雅芳,Nathaniel,nathaniel1521@gmail.com,女性,1961-10-12 12:00:00,五專,S,2008-10-19 12:00:00,51,50~59歲
1532,王怡伶,George,george1532@gmail.com,女性,1961-11-6 12:00:00,五專,S,2007-3-15 12:00:00,51,50~59歲
1536,蔡采宏,Lorenzo,lorenzo1536@gmail.com,女性,1961-10-1 12:00:00,五專,S,2008-4-9 12:00:00,51,50~59歲
1548,鄧秀如,Zion,zion1548@gmail.com,女性,1961-8-6 12:00:00,五專,S,2008-9-17 12:00:00,51,50~59歲
1564,杜松弘,Luis,luis1564@gmail.com,女性,1961-11-20 12:00:00,五專,S,2008-4-5 12:00:00,51,50~59歲
1585,吳原永,Archer,archer1585@gmail.com,女性,1961-6-20 12:00:00,五專,S,2008-9-11 12:00:00,51,50~59歲
1597,郭婉婷,Enzo,enzo1597@gmail.com,女性,1961-9-15 12:00:00,五專,S,2008-8-3 12:00:00,51,50~59歲
1606,楊玉珍,Jonah,jonah1606@gmail.com,女性,1962-3-16 12:00:00,五專,S,2007-7-9 12:00:00,51,50~59歲
1627,溫惠美,Thiago,thiago1627@gmail.com,女性,1961-4-22 12:00:00,五專,S,2008-9-8 12:00:00,51,50~59歲
1635,張郁婷,Theo,theo1635@gmail.com,女性,1961-4-22 12:00:00,五專,S,2008-8-13 12:00:00,51,50~59歲
1659,蔡淑惠,Ayden,ayden1659@gmail.com,女性,1961-10-22 12:00:00,五專,S,2007-11-13 12:00:00,51,50~59歲
1695,林啟慧,Zachary,zachary1695@gmail.com,女性,1961-4-17 12:00:00,五專,S,2008-3-25 12:00:00,51,50~59歲
1697,黎佳蓉,Calvin,calvin1697@gmail.com,女性,1961-11-9 12:00:00,五專,S,2008-10-3 12:00:00,51,50~59歲
1734,黃羽盛,Braxton,braxton1734@gmail.com,女性,1962-2-27 12:00:00,五專,S,2006-9-2 12:00:00,51,50~59歲
1767,黃佩蓉,Ashton,ashton1767@gmail.com,女性,1962-2-27 12:00:00,五專,S,2007-8-24 12:00:00,51,50~59歲
1823,蔡惠玲,Rhett,rhett1823@gmail.com,女性,1962-2-10 12:00:00,五專,S,2006-3-21 12:00:00,51,50~59歲
1878,蕭秀珍,Atlas,atlas1878@gmail.com,女性,1961-12-22 12:00:00,五專,S,2008-3-3 12:00:00,51,50~59歲
1879,吳佳慧,Jude,jude1879@gmail.com,女性,1961-10-18 12:00:00,五專,S,2006-11-29 12:00:00,51,50~59歲
1919,柳英豐,Bentley,bentley1919@gmail.com,女性,1961-9-5 12:00:00,五專,S,2008-6-10 12:00:00,51,50~59歲
1975,郭欣怡,Carlos,carlos1975@gmail.com,男性,1961-10-18 12:00:00,五專,S,2006-7-14 12:00:00,51,50~59歲
1979,鄭雅如,Ryker,ryker1979@gmail.com,男性,1961-7-16 12:00:00,五專,S,2008-1-21 12:00:00,51,50~59歲
1984,郭宛臻,Adriel,adriel1984@gmail.com,男性,1962-3-14 12:00:00,五專,S,2008-5-31 12:00:00,51,50~59歲
1996,賴怡婷,Arthur,arthur1996@gmail.com,男性,1961-8-9 12:00:00,五專,S,2008-4-8 12:00:00,51,50~59歲
2012,戈建良,Ace,ace2012@gmail.com,男性,1962-3-10 12:00:00,五專,S,2008-4-30 12:00:00,51,50~59歲
2019,鄭雅雯,Tyler,tyler2019@gmail.com,男性,1961-11-10 12:00:00,五專,S,2008-9-29 12:00:00,51,50~59歲
2072,宋盛雨,Jayce,jayce2072@gmail.com,男性,1961-7-31 12:00:00,五專,S,2008-8-9 12:00:00,51,50~59歲
2108,施元智,Max,max2108@gmail.com,男性,1962-1-5 12:00:00,五專,S,2008-8-17 12:00:00,51,50~59歲
2133,詹志偉,Elliot,elliot2133@gmail.com,男性,1962-2-6 12:00:00,五專,S,2008-6-11 12:00:00,51,50~59歲
2160,賴佳琪,Graham,graham2160@gmail.com,男性,1961-11-30 12:00:00,五專,S,2008-3-10 12:00:00,51,50~59歲
2162,盧茜財,Kaiden,kaiden2162@gmail.com,男性,1962-1-28 12:00:00,五專,S,2008-4-29 12:00:00,51,50~59歲
2189,林淑娟,Maxwell,maxwell2189@gmail.com,男性,1962-3-4 12:00:00,五專,S,2008-11-9 12:00:00,51,50~59歲
2234,陳芝琴,Juan,juan2234@gmail.com,男性,1962-3-4 12:00:00,五專,S,2007-5-17 12:00:00,51,50~59歲
2260,葉佩珊,Dean,dean2260@gmail.com,男性,1962-2-10 12:00:00,五專,S,2008-10-6 12:00:00,51,50~59歲
2261,吳文傑,Matteo,matteo2261@gmail.com,男性,1962-2-6 12:00:00,五專,S,2008-10-10 12:00:00,51,50~59歲
2278,袁水群,Malachi,malachi2278@gmail.com,男性,1961-7-16 12:00:00,五專,S,2008-7-10 12:00:00,51,50~59歲
2344,楊星孝,Ivan,ivan2344@gmail.com,男性,1961-7-6 12:00:00,五專,S,2007-8-28 12:00:00,51,50~59歲
998,鄭俊彥,Elliott,elliott998@gmail.com,女性,1962-12-6 12:00:00,五專,S,2008-1-3 12:00:00,50,50~59歲
1005,林雅琪,Jesus,jesus1005@gmail.com,女性,1962-10-3 12:00:00,五專,S,2008-2-17 12:00:00,50,50~59歲
1043,林語禮,Emiliano,emiliano1043@gmail.com,女性,1962-9-12 12:00:00,五專,S,2007-6-14 12:00:00,50,50~59歲
1057,黎美玲,Messiah,messiah1057@gmail.com,女性,1962-9-11 12:00:00,五專,S,2007-1-18 12:00:00,50,50~59歲
1076,彭雅萍,Gavin,gavin1076@gmail.com,女性,1962-11-7 12:00:00,五專,S,2006-1-31 12:00:00,50,50~59歲
1136,許欣穎,Maddox,maddox1136@gmail.com,女性,1962-10-16 12:00:00,五專,S,2008-3-31 12:00:00,50,50~59歲
1145,羅嘉玲,Camden,camden1145@gmail.com,女性,1962-10-17 12:00:00,五專,S,2008-6-1 12:00:00,50,50~59歲
1146,袁德,Hayden,hayden1146@gmail.com,女性,1962-11-1 12:00:00,五專,S,2008-9-29 12:00:00,50,50~59歲
1191,李志賢,Leon,leon1191@gmail.com,女性,1963-3-23 12:00:00,五專,S,2008-10-13 12:00:00,50,50~59歲
1214,姜志明,Antonio,antonio1214@gmail.com,女性,1962-12-6 12:00:00,五專,S,2008-7-25 12:00:00,50,50~59歲
1222,黃婉婷,Justin,justin1222@gmail.com,女性,1962-11-1 12:00:00,五專,S,2008-2-29 12:00:00,50,50~59歲
1225,黃嘉慧,Tucker,tucker1225@gmail.com,女性,1962-12-9 12:00:00,五專,S,2008-4-23 12:00:00,50,50~59歲
1250,楊信宏,Brandon,brandon1250@gmail.com,女性,1962-7-9 12:00:00,五專,S,2006-4-20 12:00:00,50,50~59歲
1259,林孟智,Kevin,kevin1259@gmail.com,女性,1962-7-24 12:00:00,五專,S,2008-11-30 12:00:00,50,50~59歲
1260,余怡君,Judah,judah1260@gmail.com,女性,1962-5-20 12:00:00,五專,S,2008-12-2 12:00:00,50,50~59歲
1345,艾靜宜,Finn,finn1345@gmail.com,女性,1962-11-2 12:00:00,五專,S,2008-11-11 12:00:00,50,50~59歲
1369,鄭怡君,King,king1369@gmail.com,女性,1962-11-6 12:00:00,五專,S,2006-2-3 12:00:00,50,50~59歲
1381,李冠,Brody,brody1381@gmail.com,女性,1962-9-17 12:00:00,五專,S,2006-10-24 12:00:00,50,50~59歲
1384,郭雅萍,Xander,xander1384@gmail.com,女性,1962-11-3 12:00:00,五專,S,2007-1-31 12:00:00,50,50~59歲
1477,郭佩芬,Nicolas,nicolas1477@gmail.com,女性,1963-2-1 12:00:00,五專,S,2008-7-2 12:00:00,50,50~59歲
1481,杜雅文,Charlie,charlie1481@gmail.com,女性,1963-3-10 12:00:00,五專,S,2008-8-23 12:00:00,50,50~59歲
1493,曾家瑋,Arlo,arlo1493@gmail.com,女性,1962-4-22 12:00:00,五專,S,2007-8-16 12:00:00,50,50~59歲
1504,黃婉玲,Emmanuel,emmanuel1504@gmail.com,女性,1963-2-19 12:00:00,五專,S,2008-2-28 12:00:00,50,50~59歲
1567,陳靜怡,Barrett,barrett1567@gmail.com,女性,1962-10-22 12:00:00,五專,S,2008-11-27 12:00:00,50,50~59歲
1604,胡月羽,Felix,felix1604@gmail.com,女性,1963-3-11 12:00:00,五專,S,2008-5-5 12:00:00,50,50~59歲
1605,張東淳,Alex,alex1605@gmail.com,女性,1962-12-30 12:00:00,五專,S,2007-7-25 12:00:00,50,50~59歲
1626,盧易雲,Miguel,miguel1626@gmail.com,女性,1963-1-10 12:00:00,五專,S,2008-1-9 12:00:00,50,50~59歲
1792,施佳靜,Abel,abel1792@gmail.com,女性,1962-5-18 12:00:00,五專,S,2008-6-4 12:00:00,50,50~59歲
1808,和詩瑤,Alan,alan1808@gmail.com,女性,1962-4-17 12:00:00,五專,S,2008-7-5 12:00:00,50,50~59歲
1816,賴佩樺,Beckett,beckett1816@gmail.com,女性,1963-3-9 12:00:00,五專,S,2007-11-12 12:00:00,50,50~59歲
1820,王建宏,Amari,amari1820@gmail.com,女性,1962-9-4 12:00:00,五專,S,2008-11-12 12:00:00,50,50~59歲
1822,侯志豪,Karter,karter1822@gmail.com,女性,1962-9-26 12:00:00,五專,S,2008-1-17 12:00:00,50,50~59歲
1844,韓佳穎,Timothy,timothy1844@gmail.com,女性,1962-7-31 12:00:00,五專,S,2007-10-23 12:00:00,50,50~59歲
1853,袁興希,Abraham,abraham1853@gmail.com,女性,1962-10-16 12:00:00,五專,S,2006-10-2 12:00:00,50,50~59歲
1854,陳玉珍,Jesse,jesse1854@gmail.com,女性,1962-9-13 12:00:00,五專,S,2006-9-29 12:00:00,50,50~59歲
1863,郭佩玲,Zayden,zayden1863@gmail.com,女性,1962-8-14 12:00:00,五專,S,2006-10-18 12:00:00,50,50~59歲
1913,江羽凱,Blake,blake1913@gmail.com,女性,1962-10-30 12:00:00,五專,S,2006-9-7 12:00:00,50,50~59歲
1935,蔡夢發,Alejandro,alejandro1935@gmail.com,男性,1962-11-13 12:00:00,五專,S,2007-2-15 12:00:00,50,50~59歲
1974,邱佳玲,Dawson,dawson1974@gmail.com,男性,1962-5-7 12:00:00,五專,S,2006-11-30 12:00:00,50,50~59歲
